,transaction_id,customer_id,Preferred Cusine,age,dish,Qty,price_for_1,number_of_stayers,check_in_date,check_out_date,order_time,booked_through_points
4741,2731729,4832,South Indian,28,Pasta,2,320,1,2023-03-08 00:00:00,2023-03-10 02:59:30,2023-03-09 21:56:03,0
4742,2259589,4833,North Indian,26,Breakfast thali,1,500,1,2024-04-09 00:00:00,2024-04-10 21:43:48,2024-04-09 13:04:19,0
4743,14884937,4834,North Indian,33,Breakfast thali,2,500,2,2024-01-03 00:00:00,2024-01-04 20:45:05,2024-01-03 15:57:00,0
4744,13846645,4835,North Indian,20,Roti Curry,3,100,3,2023-03-08 00:00:00,2023-03-12 21:40:03,2023-03-10 13:43:48,0
4745,8378069,4836,South Indian,28,Chocolate Cake,2,200,1,2023-10-25 00:00:00,2023-10-26 17:15:00,2023-10-25 12:24:59,0
4746,15465364,4837,Multi,35,Palak Paneer,2,250,2,2023-01-17 00:00:00,2023-01-21 05:53:07,2023-01-19 11:05:13,0
4747,3688294,4838,North Indian,34,Idli,1,75,1,2023-06-24 00:00:00,2023-06-27 01:11:46,2023-06-25 13:23:16,0
4748,8144256,4839,Multi,60,Chocolate Cake,2,200,1,2023-02-28 00:00:00,2023-03-01 16:48:32,2023-02-28 18:05:36,0
4749,12458699,4840,North Indian,24,Masala Chai,1,80,1,2023-05-30 00:00:00,2023-06-02 04:31:16,2023-05-31 18:04:56,0
4750,6892373,4841,North Indian,59,South Indian Thali,2,500,2,2024-02-22 00:00:00,2024-02-25 22:21:28,2024-02-23 15:55:33,1
4751,16179335,4842,North Indian,30,Masala Chai,2,80,2,2023-01-19 00:00:00,2023-01-24 11:46:30,2023-01-21 07:16:06,0
4752,1146763,4843,Multi,48,Utthappam,3,150,2,2024-12-06 00:00:00,2024-12-08 01:29:02,2024-12-06 20:06:30,0
4753,9453008,4844,South Indian,41,Palak Paneer,2,250,2,2024-07-01 00:00:00,2024-07-03 23:23:52,2024-07-02 06:36:27,0
4754,15165053,4845,North Indian,37,Aloo Paratha,1,200,1,2024-08-14 00:00:00,2024-08-17 16:40:32,2024-08-15 09:59:18,0
4755,8304510,4846,Multi,56,Breakfast thali,1,500,1,2024-11-27 00:00:00,2024-11-29 11:12:14,2024-11-28 04:51:49,1
4756,14104928,4847,North Indian,34,Utthappam,2,150,2,2024-01-28 00:00:00,2024-01-31 20:24:49,2024-01-29 07:05:44,0
4757,2259228,4848,South Indian,44,Idli,2,75,1,2024-05-04 00:00:00,2024-05-06 13:56:14,2024-05-04 16:31:23,0
4758,11700709,4849,North Indian,28,Filter Coffee,2,80,2,2023-12-16 00:00:00,2023-12-20 15:58:58,2023-12-18 03:29:09,0
4759,13177953,4850,North Indian,51,North Indian Thali,3,600,3,2023-07-14 00:00:00,2023-07-17 02:38:31,2023-07-15 11:39:39,1
4760,618823,4851,Multi,35,Masala Dosa,1,150,1,2024-12-12 00:00:00,2024-12-14 07:50:47,2024-12-12 12:31:00,0
4761,2934441,4852,South Indian,28,Masala Dosa,2,150,1,2023-11-04 00:00:00,2023-11-07 19:05:31,2023-11-05 12:57:43,0
4762,4083492,4853,South Indian,33,Chinese Noodles,3,300,3,2024-06-29 00:00:00,2024-07-01 10:08:39,2024-06-29 17:50:22,0
4763,3910983,4854,South Indian,31,Masala Dosa,2,150,2,2023-02-05 00:00:00,2023-02-09 13:40:26,2023-02-07 01:13:16,0
4764,5245590,4855,Multi,55,Filter Coffee,2,80,1,2024-09-10 00:00:00,2024-09-12 15:45:24,2024-09-12 09:37:11,0
4765,13055179,4856,North Indian,33,Masala Dosa,3,150,3,2023-10-03 00:00:00,2023-10-06 11:29:23,2023-10-04 07:15:42,0
4766,5534739,4857,South Indian,28,Filter Coffee,2,80,1,2023-03-26 00:00:00,2023-03-27 19:22:25,2023-03-26 07:40:05,0
4767,4197453,4858,Multi,17,Breakfast thali,1,500,1,2024-07-05 00:00:00,2024-07-06 16:03:32,2024-07-05 23:03:41,0
4768,13492675,4859,South Indian,44,Filter Coffee,2,80,1,2024-07-28 00:00:00,2024-08-01 16:47:16,2024-07-30 22:25:08,0
4769,736376,4860,South Indian,31,Chocolate Cake,1,200,1,2023-07-06 00:00:00,2023-07-08 04:36:41,2023-07-06 19:34:47,1
4770,6934224,4861,North Indian,22,Roti Curry,1,100,1,2023-11-12 00:00:00,2023-11-15 17:33:38,2023-11-12 15:02:02,0
4771,13923174,4862,South Indian,25,Aloo Paratha,2,200,2,2023-05-10 00:00:00,2023-05-14 02:55:00,2023-05-11 07:03:11,1
4772,11799264,4863,Multi,57,North Indian Thali,1,600,1,2024-03-28 00:00:00,2024-03-31 05:03:24,2024-03-29 17:24:53,1
4773,2900877,4864,South Indian,45,Pasta,2,320,2,2024-11-28 00:00:00,2024-11-30 07:27:38,2024-11-28 06:29:57,1
4774,16484912,4865,Multi,20,Pasta,2,320,2,2023-02-06 00:00:00,2023-02-11 18:41:09,2023-02-08 22:34:21,0
4775,14087892,4866,South Indian,24,Masala Dosa,2,150,1,2023-02-10 00:00:00,2023-02-13 05:31:22,2023-02-10 18:37:54,0
4776,5110636,4867,North Indian,20,Filter Coffee,1,80,1,2024-03-11 00:00:00,2024-03-12 21:34:26,2024-03-12 09:15:29,0
4777,7553347,4868,North Indian,19,North Indian Thali,3,600,3,2024-08-22 00:00:00,2024-08-28 05:23:45,2024-08-24 12:29:53,1
4778,2731431,4869,Multi,22,Filter Coffee,3,80,2,2023-12-23 00:00:00,2023-12-25 22:26:48,2023-12-24 03:34:20,0
4779,8856084,4870,South Indian,26,Idli,2,75,1,2024-12-06 00:00:00,2024-12-09 08:37:09,2024-12-07 08:09:45,0
4780,13708536,4871,Multi,19,Idli,3,75,3,2023-04-24 00:00:00,2023-04-28 00:02:17,2023-04-27 04:18:57,0
4781,12844399,4872,Multi,21,Roti Curry,2,100,1,2023-05-24 00:00:00,2023-05-27 16:21:19,2023-05-24 19:45:58,1
4782,1746610,4873,Multi,29,Utthappam,2,150,1,2023-02-25 00:00:00,2023-03-02 06:22:02,2023-03-01 00:14:24,0
4783,2343095,4874,Multi,37,Breakfast thali,2,500,1,2023-11-20 00:00:00,2023-11-21 08:49:44,2023-11-20 06:40:45,1
4784,8188668,4875,Multi,26,North Indian Thali,2,600,1,2023-03-31 00:00:00,2023-04-02 08:47:38,2023-04-02 03:33:33,1
4785,12395694,4876,North Indian,23,Masala Dosa,2,150,2,2024-12-02 00:00:00,2024-12-04 14:07:23,2024-12-02 11:50:32,0
4786,15061259,4877,South Indian,26,Idli,1,75,1,2023-07-30 00:00:00,2023-08-02 08:22:46,2023-07-31 02:09:42,0
4787,10905247,4878,Multi,44,Breakfast thali,1,500,1,2024-06-27 00:00:00,2024-06-29 22:02:05,2024-06-28 22:49:59,0
4788,8387883,4879,North Indian,25,Masala Dosa,2,150,2,2023-04-11 00:00:00,2023-04-12 22:50:13,2023-04-11 15:59:28,0
4789,12613399,4880,Multi,41,Breakfast thali,1,500,1,2023-03-21 00:00:00,2023-03-23 16:28:07,2023-03-22 17:14:30,0
4790,15683665,4881,North Indian,35,Chinese Noodles,2,250,2,2024-03-07 00:00:00,2024-03-08 15:51:54,2024-03-07 15:41:27,1
4791,11742576,4882,North Indian,24,Breakfast thali,1,500,1,2023-02-01 00:00:00,2023-02-04 15:23:26,2023-02-02 22:21:51,1
4792,10275889,4883,Multi,23,Masala Dosa,2,150,2,2024-03-15 00:00:00,2024-03-18 19:41:01,2024-03-16 10:55:47,0
4793,1994030,4884,Multi,42,South Indian Thali,2,500,1,2023-03-22 00:00:00,2023-03-23 21:09:15,2023-03-22 19:10:20,1
4794,4707253,4885,North Indian,28,Filter Coffee,3,80,2,2023-01-22 00:00:00,2023-01-25 11:57:40,2023-01-24 22:30:16,1
4795,1194455,4886,South Indian,24,North Indian Thali,1,600,1,2024-12-11 00:00:00,2024-12-12 11:02:59,2024-12-11 07:47:01,1
4796,9283896,4887,North Indian,29,Palak Paneer,3,250,3,2024-04-16 00:00:00,2024-04-18 00:11:48,2024-04-16 09:47:12,0
4797,7433764,4888,North Indian,24,Masala Dosa,2,150,2,2024-08-02 00:00:00,2024-08-03 19:02:28,2024-08-02 06:23:38,0
4798,1889582,4889,Multi,52,Breakfast thali,2,500,1,2023-07-31 00:00:00,2023-08-01 23:55:45,2023-08-01 07:00:30,1
4799,15973220,4890,Multi,53,Filter Coffee,1,80,2,2023-02-12 00:00:00,2023-02-18 01:57:32,2023-02-13 15:57:45,0
4800,5467818,4891,North Indian,33,Filter Coffee,2,80,2,2024-08-13 00:00:00,2024-08-14 23:00:46,2024-08-13 10:59:02,0
4801,12862586,4892,South Indian,50,North Indian Thali,1,600,1,2024-06-28 00:00:00,2024-07-03 12:31:41,2024-06-29 18:23:36,1
4802,5366660,4893,North Indian,29,Idli,2,75,2,2023-11-14 00:00:00,2023-11-16 23:24:30,2023-11-15 15:25:42,0
4803,1191396,4894,Multi,48,Chinese Noodles,2,300,2,2023-09-23 00:00:00,2023-09-27 06:56:36,2023-09-25 09:25:29,0
4804,12421829,4895,South Indian,43,South Indian Thali,1,500,1,2024-12-09 00:00:00,2024-12-12 07:58:33,2024-12-09 11:07:31,1
4805,798303,4896,North Indian,26,Pasta,1,320,1,2023-10-25 00:00:00,2023-10-26 16:57:45,2023-10-26 09:33:54,0
4806,12769849,4897,South Indian,30,Utthappam,1,150,1,2024-06-22 00:00:00,2024-06-24 20:16:24,2024-06-24 03:23:03,0
4807,1809158,4898,South Indian,32,Aloo Paratha,1,200,1,2023-05-27 00:00:00,2023-05-30 23:11:35,2023-05-30 13:42:13,0
4808,11366785,4899,Multi,43,Chinese Noodles,1,250,1,2024-04-03 00:00:00,2024-04-03 21:21:28,2024-04-03 04:21:42,0
4809,10715195,4900,Multi,43,South Indian Thali,2,500,2,2024-11-27 00:00:00,2024-11-29 21:48:03,2024-11-27 23:24:51,1
4810,3039412,4901,South Indian,21,Filter Coffee,2,80,1,2023-01-06 00:00:00,2023-01-11 19:09:33,2023-01-09 08:32:41,0
4811,8146146,4902,Multi,33,Filter Coffee,1,80,1,2023-05-02 00:00:00,2023-05-05 12:21:44,2023-05-02 21:36:25,0
4812,10650510,4903,North Indian,55,Utthappam,1,150,1,2024-07-06 00:00:00,2024-07-07 18:24:25,2024-07-07 02:12:35,0
4813,5319143,4904,North Indian,32,Masala Dosa,2,150,2,2023-01-01 00:00:00,2023-01-05 01:21:21,2023-01-04 13:30:27,0
4814,4668845,4905,North Indian,34,Aloo Paratha,2,200,1,2023-01-01 00:00:00,2023-01-03 07:31:05,2023-01-02 19:25:22,1
4815,15992846,4906,Multi,26,Filter Coffee,1,80,1,2024-11-04 00:00:00,2024-11-06 06:58:40,2024-11-06 03:13:53,0
4816,900946,4907,North Indian,29,Palak Paneer,3,250,2,2024-11-22 00:00:00,2024-11-23 10:32:12,2024-11-22 10:42:03,0
4817,7632661,4908,Multi,19,Vanilla Ice Cream,2,120,1,2024-05-14 00:00:00,2024-05-15 11:41:34,2024-05-14 20:34:38,0
4818,9835562,4909,South Indian,34,Breakfast thali,3,500,3,2023-10-10 00:00:00,2023-10-13 13:47:49,2023-10-12 22:31:43,1
4819,2775827,4910,South Indian,30,Chinese Noodles,2,300,1,2024-06-08 00:00:00,2024-06-10 19:24:50,2024-06-10 02:15:42,0
4820,1719390,4911,Multi,35,Idli,1,75,1,2024-08-17 00:00:00,2024-08-19 15:00:49,2024-08-18 00:58:38,0
4821,15552324,4912,North Indian,20,Roti Curry,2,100,1,2024-05-15 00:00:00,2024-05-17 11:21:23,2024-05-17 02:48:22,0
4822,9885675,4913,North Indian,28,Masala Chai,1,80,2,2023-12-04 00:00:00,2023-12-07 05:24:04,2023-12-04 21:51:07,0
4823,11032552,4914,South Indian,42,Masala Dosa,1,150,2,2023-02-16 00:00:00,2023-02-19 09:42:41,2023-02-17 22:51:56,0
4824,5751066,4915,North Indian,30,Idli,2,75,2,2023-04-20 00:00:00,2023-04-22 14:09:25,2023-04-21 07:48:31,0
4825,14390227,4916,South Indian,32,Idli,1,75,1,2024-05-18 00:00:00,2024-05-22 12:12:24,2024-05-21 07:49:37,0
4826,6116473,4917,South Indian,25,Filter Coffee,3,80,2,2024-01-06 00:00:00,2024-01-09 02:45:18,2024-01-07 14:32:24,0
4827,2103812,4918,South Indian,24,North Indian Thali,2,600,2,2024-09-27 00:00:00,2024-10-03 06:55:40,2024-10-02 19:22:51,1
4828,4540136,4919,South Indian,33,North Indian Thali,1,600,1,2023-12-25 00:00:00,2023-12-27 20:18:19,2023-12-26 08:30:18,0
4829,7799926,4920,South Indian,35,Breakfast thali,2,500,2,2024-06-14 00:00:00,2024-06-16 18:12:05,2024-06-15 12:53:29,1
4830,9815838,4921,South Indian,44,Breakfast thali,2,500,1,2024-09-01 00:00:00,2024-09-03 22:18:40,2024-09-03 08:32:59,1
4831,10753335,4922,North Indian,22,Chinese Noodles,1,300,1,2024-10-13 00:00:00,2024-10-15 10:13:00,2024-10-14 03:47:41,0
4832,11228455,4923,South Indian,24,Utthappam,2,150,2,2023-06-03 00:00:00,2023-06-07 08:57:17,2023-06-03 23:47:23,0
4833,8596453,4924,North Indian,30,Breakfast thali,1,500,1,2023-05-13 00:00:00,2023-05-18 02:37:45,2023-05-14 23:30:08,1
4834,10984380,4925,Multi,25,Chinese Noodles,1,300,2,2024-08-14 00:00:00,2024-08-18 02:07:07,2024-08-16 05:59:00,0
4835,8077387,4926,South Indian,25,Aloo Paratha,3,200,3,2024-01-23 00:00:00,2024-01-27 02:37:47,2024-01-24 09:12:21,0
4836,9894360,4927,South Indian,44,Idli,2,75,3,2023-04-24 00:00:00,2023-04-27 00:49:47,2023-04-24 13:20:46,0
4837,12295619,4928,South Indian,32,Roti Curry,1,100,1,2023-05-15 00:00:00,2023-05-17 23:10:47,2023-05-16 01:03:12,0
4838,7486321,4929,North Indian,28,Filter Coffee,1,80,1,2024-08-22 00:00:00,2024-08-23 23:08:41,2024-08-22 12:41:05,0
4839,2263734,4930,North Indian,28,Idli,2,75,2,2023-12-05 00:00:00,2023-12-09 15:15:30,2023-12-06 14:14:19,0
4840,6385967,4931,Multi,44,Utthappam,3,150,2,2023-11-23 00:00:00,2023-11-28 19:17:47,2023-11-24 06:18:50,0
4841,15568908,4932,North Indian,19,Chinese Noodles,1,300,1,2024-04-13 00:00:00,2024-04-15 16:38:07,2024-04-14 06:17:28,0
4842,7065755,4933,South Indian,30,Roti Curry,1,100,1,2023-07-18 00:00:00,2023-07-22 19:01:52,2023-07-19 12:36:42,0
4843,16347879,4934,South Indian,32,Masala Chai,2,80,1,2023-10-15 00:00:00,2023-10-18 06:34:44,2023-10-16 13:58:11,0
4844,7029291,4935,North Indian,31,Utthappam,2,150,2,2024-12-07 00:00:00,2024-12-09 18:37:02,2024-12-09 03:04:55,1
4845,5353509,4936,South Indian,35,Pasta,3,320,3,2024-10-11 00:00:00,2024-10-17 12:03:54,2024-10-13 23:41:11,0
4846,2377108,4937,North Indian,26,Chocolate Cake,1,200,1,2024-03-03 00:00:00,2024-03-05 12:53:28,2024-03-03 17:29:42,0
4847,5509408,4938,South Indian,29,Palak Paneer,1,250,2,2024-07-16 00:00:00,2024-07-21 19:40:50,2024-07-17 12:01:31,1
4848,1558586,4939,Multi,24,Utthappam,1,150,1,2023-01-01 00:00:00,2023-01-03 10:37:06,2023-01-03 01:27:31,0
4849,11484736,4940,South Indian,46,Masala Chai,1,80,1,2023-12-19 00:00:00,2023-12-24 16:16:13,2023-12-21 21:41:19,0
4850,3699529,4941,North Indian,44,Vanilla Ice Cream,2,120,1,2023-12-02 00:00:00,2023-12-04 00:30:54,2023-12-02 23:46:31,0
4851,13657190,4942,Multi,53,Aloo Paratha,2,200,1,2023-02-13 00:00:00,2023-02-14 11:10:15,2023-02-14 05:03:11,0
4852,2019620,4943,North Indian,44,North Indian Thali,1,600,1,2023-08-30 00:00:00,2023-08-31 22:25:12,2023-08-31 04:14:07,0
4853,3399330,4944,South Indian,42,Filter Coffee,1,80,1,2024-01-21 00:00:00,2024-01-26 19:58:17,2024-01-24 13:15:42,0
4854,4335222,4945,South Indian,25,North Indian Thali,2,600,2,2024-05-22 00:00:00,2024-05-25 00:27:16,2024-05-23 01:45:33,1
4855,11043181,4946,Multi,19,Breakfast thali,2,500,2,2024-06-29 00:00:00,2024-07-03 08:15:22,2024-07-02 16:01:53,1
4856,11809688,4947,Multi,38,Filter Coffee,1,80,1,2023-10-05 00:00:00,2023-10-07 01:38:38,2023-10-06 02:31:31,0
4857,7844121,4948,North Indian,52,Aloo Paratha,1,200,1,2023-10-20 00:00:00,2023-10-24 17:00:56,2023-10-21 14:48:25,1
4858,9014778,4949,South Indian,25,Masala Dosa,2,150,2,2023-10-12 00:00:00,2023-10-16 11:49:02,2023-10-15 09:07:09,0
4859,10905030,4950,North Indian,33,Palak Paneer,1,250,1,2023-10-12 00:00:00,2023-10-14 07:34:42,2023-10-12 19:26:46,0
4860,7706136,4951,North Indian,25,Aloo Paratha,3,200,3,2024-08-10 00:00:00,2024-08-12 15:37:06,2024-08-10 15:50:27,0
4861,8881726,4952,Multi,20,Masala Dosa,2,150,1,2023-10-09 00:00:00,2023-10-13 07:24:49,2023-10-10 22:53:31,0
4862,6093746,4953,North Indian,31,Idli,1,75,1,2024-12-11 00:00:00,2024-12-16 02:38:42,2024-12-12 18:28:22,0
4863,11675331,4954,Multi,25,Breakfast thali,2,500,2,2023-09-26 00:00:00,2023-09-28 07:46:59,2023-09-27 06:48:03,1
4864,14130720,4955,North Indian,26,Idli,1,75,1,2024-05-03 00:00:00,2024-05-06 17:13:01,2024-05-04 06:16:37,0
4865,13809401,4956,South Indian,47,Breakfast thali,1,500,1,2023-06-26 00:00:00,2023-06-28 16:52:26,2023-06-26 22:45:35,1
4866,6557883,4957,Multi,24,Palak Paneer,1,250,1,2024-06-03 00:00:00,2024-06-08 13:20:55,2024-06-06 07:20:01,0
4867,11237068,4958,North Indian,21,Utthappam,3,150,3,2024-02-05 00:00:00,2024-02-06 22:10:17,2024-02-05 09:11:24,1
4868,1422019,4959,Multi,25,Idli,1,75,1,2024-12-13 00:00:00,2024-12-15 15:17:13,2024-12-13 17:47:32,0
4869,1308941,4960,North Indian,57,South Indian Thali,1,500,1,2023-03-18 00:00:00,2023-03-20 05:51:48,2023-03-18 19:42:42,1
4870,15700031,4961,North Indian,28,Masala Dosa,1,150,1,2024-04-26 00:00:00,2024-04-28 18:50:56,2024-04-26 21:15:42,0
4871,14363268,4962,North Indian,49,Palak Paneer,2,250,1,2023-01-02 00:00:00,2023-01-03 20:28:13,2023-01-02 06:33:36,0
4872,5563979,4963,North Indian,28,Idli,2,75,1,2023-11-29 00:00:00,2023-12-01 11:34:43,2023-11-30 20:24:01,0
4873,14855410,4964,South Indian,45,Breakfast thali,3,500,3,2024-12-11 00:00:00,2024-12-14 21:46:25,2024-12-11 11:24:20,1
4874,10972880,4965,South Indian,26,Palak Paneer,2,250,2,2024-06-26 00:00:00,2024-06-28 10:55:16,2024-06-26 16:45:25,1
4875,13772504,4966,Multi,25,Vanilla Ice Cream,1,120,1,2023-01-17 00:00:00,2023-01-20 10:06:41,2023-01-17 13:10:46,0
4876,15140337,4967,South Indian,44,Chinese Noodles,1,250,1,2024-09-22 00:00:00,2024-09-23 17:34:05,2024-09-23 01:03:28,0
4877,16353785,4968,Multi,57,Breakfast thali,2,500,1,2024-04-21 00:00:00,2024-04-23 02:29:03,2024-04-23 01:17:57,1
4878,4697781,4969,North Indian,33,Masala Dosa,2,150,1,2023-06-28 00:00:00,2023-06-30 15:37:57,2023-06-29 12:55:00,1
4879,3549878,4970,South Indian,46,Idli,1,75,1,2024-03-02 00:00:00,2024-03-05 01:33:56,2024-03-04 04:24:07,0
4880,4613290,4971,North Indian,31,Idli,2,75,1,2024-09-14 00:00:00,2024-09-17 23:26:49,2024-09-17 04:14:56,0
4881,837577,4972,South Indian,25,Vanilla Ice Cream,3,120,3,2024-11-24 00:00:00,2024-11-27 15:12:51,2024-11-25 03:11:55,0
4882,14217648,4973,South Indian,24,Utthappam,2,150,2,2023-09-06 00:00:00,2023-09-08 15:14:37,2023-09-06 19:19:51,0
4883,11912816,4974,South Indian,28,Idli,2,75,2,2023-06-13 00:00:00,2023-06-16 20:42:04,2023-06-14 14:26:14,0
4884,2179765,4975,South Indian,48,Masala Dosa,2,150,2,2024-12-07 00:00:00,2024-12-12 05:00:35,2024-12-09 23:33:35,0
4885,15670527,4976,Multi,48,Pasta,2,320,1,2023-12-08 00:00:00,2023-12-10 18:22:28,2023-12-10 12:44:22,1
4886,13791407,4977,South Indian,32,Idli,4,75,3,2023-12-29 00:00:00,2023-12-31 21:35:00,2023-12-29 09:47:14,0
4887,10844317,4978,North Indian,26,Idli,3,75,3,2024-09-17 00:00:00,2024-09-20 02:40:34,2024-09-18 13:52:52,0
4888,6868977,4979,North Indian,30,Masala Dosa,1,150,1,2023-03-07 00:00:00,2023-03-08 18:28:30,2023-03-08 03:08:22,0
4889,11095072,4980,South Indian,27,Chinese Noodles,1,250,1,2024-03-18 00:00:00,2024-03-21 21:38:01,2024-03-19 00:20:09,0
4890,4118972,4981,Multi,56,Masala Dosa,2,150,2,2023-01-06 00:00:00,2023-01-11 11:56:18,2023-01-08 23:23:10,0
4891,636368,4982,South Indian,34,Idli,2,75,2,2024-11-09 00:00:00,2024-11-11 11:00:57,2024-11-09 15:12:37,0
4892,14656436,4983,Multi,15,Aloo Paratha,1,200,1,2024-10-27 00:00:00,2024-11-01 02:53:58,2024-10-29 00:33:43,0
4893,9147097,4984,South Indian,31,Pasta,2,320,1,2023-05-12 00:00:00,2023-05-15 23:44:40,2023-05-14 00:11:10,1
4894,437185,4985,Multi,28,Utthappam,3,150,2,2024-08-10 00:00:00,2024-08-12 06:43:21,2024-08-11 16:50:17,0
4895,766720,4986,South Indian,26,Palak Paneer,1,250,1,2024-12-04 00:00:00,2024-12-06 07:23:51,2024-12-04 15:48:45,0
4896,13513416,4987,South Indian,45,Idli,3,75,3,2024-02-29 00:00:00,2024-03-03 18:13:14,2024-03-02 02:12:00,0
4897,7645326,4988,South Indian,32,Chinese Noodles,1,300,1,2023-09-27 00:00:00,2023-09-30 06:47:35,2023-09-29 13:47:38,0
4898,7302963,4989,North Indian,30,Chocolate Cake,3,200,3,2023-02-11 00:00:00,2023-02-13 21:24:37,2023-02-11 15:25:36,0
4899,8909654,4990,North Indian,31,Pasta,2,320,1,2023-09-30 00:00:00,2023-10-01 18:20:36,2023-09-30 12:51:05,0
4900,259237,4991,North Indian,27,Aloo Paratha,1,200,1,2024-12-12 00:00:00,2024-12-16 02:11:57,2024-12-13 01:46:22,0
4901,16462122,4992,South Indian,32,Aloo Paratha,2,200,2,2024-09-14 00:00:00,2024-09-16 21:53:31,2024-09-15 01:30:51,0
4902,9249116,4993,North Indian,31,Chocolate Cake,2,200,2,2024-10-01 00:00:00,2024-10-03 10:30:59,2024-10-02 18:00:41,0
4903,13315894,4994,Multi,53,Breakfast thali,3,500,1,2023-02-23 00:00:00,2023-02-26 13:15:00,2023-02-25 17:43:39,1
4904,13499809,4995,Multi,25,Masala Chai,3,80,3,2023-02-02 00:00:00,2023-02-05 02:22:49,2023-02-02 20:47:10,0
4905,8006167,4996,Multi,21,Masala Dosa,2,150,2,2024-08-05 00:00:00,2024-08-09 01:41:15,2024-08-05 14:19:57,0
4906,4983898,4997,South Indian,42,Breakfast thali,1,500,1,2024-01-28 00:00:00,2024-02-01 15:47:40,2024-01-30 13:20:52,1
4907,931504,4998,South Indian,44,Aloo Paratha,1,200,1,2023-08-08 00:00:00,2023-08-09 08:15:46,2023-08-08 06:20:36,0
4908,3773779,4999,South Indian,34,Chinese Noodles,2,300,1,2023-11-19 00:00:00,2023-11-21 01:04:23,2023-11-20 21:33:30,1
4909,12141241,5000,North Indian,30,Roti Curry,1,100,2,2024-05-13 00:00:00,2024-05-14 13:49:09,2024-05-13 17:33:53,0
4910,15984214,5001,Multi,49,Chinese Noodles,2,300,1,2023-06-12 00:00:00,2023-06-14 00:38:29,2023-06-12 18:55:12,0
4911,5270332,5002,North Indian,24,Masala Chai,1,80,1,2024-03-13 00:00:00,2024-03-15 02:09:26,2024-03-13 10:42:42,0
4912,2824154,5003,North Indian,26,Idli,3,75,2,2023-01-05 00:00:00,2023-01-09 17:25:50,2023-01-05 22:16:19,0
4913,12160256,5004,South Indian,46,Chinese Noodles,2,300,2,2023-05-05 00:00:00,2023-05-10 07:44:19,2023-05-08 01:58:23,0
4914,2529420,5005,North Indian,26,Chocolate Cake,3,200,3,2023-06-18 00:00:00,2023-06-21 19:02:24,2023-06-21 03:32:37,0
4915,12354050,5006,Multi,23,Roti Curry,1,100,1,2023-02-01 00:00:00,2023-02-03 01:27:42,2023-02-02 20:19:35,0
4916,6896300,5007,Multi,60,Vanilla Ice Cream,3,120,3,2024-06-02 00:00:00,2024-06-03 11:59:22,2024-06-02 16:14:13,0
4917,7787496,5008,Multi,23,Masala Dosa,1,150,1,2023-03-24 00:00:00,2023-03-27 09:43:18,2023-03-25 10:40:28,0
4918,3655463,5009,Multi,51,South Indian Thali,2,500,2,2024-09-05 00:00:00,2024-09-07 18:15:07,2024-09-06 11:03:54,1
4919,12040090,5010,North Indian,38,Roti Curry,2,100,1,2024-04-24 00:00:00,2024-04-26 01:35:51,2024-04-24 21:47:49,0
4920,8634845,5011,Multi,24,Utthappam,2,150,1,2024-06-26 00:00:00,2024-06-28 17:02:40,2024-06-27 09:19:33,0
4921,858879,5012,South Indian,46,Filter Coffee,2,80,2,2024-12-13 00:00:00,2024-12-15 22:33:51,2024-12-14 20:38:05,0
4922,8689110,5013,Multi,25,Aloo Paratha,2,200,2,2023-11-08 00:00:00,2023-11-09 15:07:19,2023-11-08 05:12:59,0
4923,2317422,5014,South Indian,31,Idli,2,75,1,2023-05-09 00:00:00,2023-05-11 02:55:40,2023-05-09 20:30:23,0
4924,2847994,5015,North Indian,37,Chocolate Cake,2,200,1,2024-10-04 00:00:00,2024-10-06 04:30:54,2024-10-04 21:52:13,0
4925,11077636,5016,North Indian,24,Masala Chai,1,80,1,2023-10-31 00:00:00,2023-11-03 03:29:46,2023-11-01 13:50:59,0
4926,3995465,5017,Multi,49,Breakfast thali,3,500,3,2024-03-19 00:00:00,2024-03-22 06:38:13,2024-03-20 03:44:30,1
4927,2303827,5018,South Indian,24,Aloo Paratha,3,200,3,2023-01-11 00:00:00,2023-01-14 06:44:18,2023-01-12 09:34:00,0
4928,5316985,5019,Multi,33,Chocolate Cake,1,200,1,2023-11-30 00:00:00,2023-12-04 07:39:42,2023-12-03 08:39:09,0
4929,1209867,5020,Multi,60,Filter Coffee,1,80,1,2024-02-11 00:00:00,2024-02-12 22:54:16,2024-02-11 23:32:02,0
4930,1669716,5021,Multi,27,Idli,3,75,3,2023-08-08 00:00:00,2023-08-16 08:00:45,2023-08-14 07:51:03,0
4931,16277060,5022,Multi,26,Chocolate Cake,1,200,1,2024-11-08 00:00:00,2024-11-09 15:45:42,2024-11-09 04:22:37,0
4932,12811204,5023,South Indian,34,Aloo Paratha,1,200,1,2024-10-29 00:00:00,2024-10-31 04:59:14,2024-10-29 12:23:08,0
4933,14685037,5024,South Indian,44,Palak Paneer,2,250,1,2024-04-21 00:00:00,2024-04-24 03:47:57,2024-04-22 22:28:05,0
4934,6069309,5025,Multi,19,Breakfast thali,1,500,1,2023-08-10 00:00:00,2023-08-13 14:14:29,2023-08-13 11:13:56,1
4935,14094062,5026,South Indian,30,Roti Curry,2,100,1,2023-02-04 00:00:00,2023-02-07 10:37:28,2023-02-04 09:48:50,0
4936,6749749,5027,Multi,21,Idli,1,75,1,2023-01-31 00:00:00,2023-02-03 16:42:24,2023-02-02 06:19:06,0
